Gene.refGene	Mim Number	Phenotypes
CYP2C19	124020	"Clopidogrel, impaired responsiveness to, 609535 (3), Autosomal recessive; Mephenytoin poor metabolizer, 609535 (3), Autosomal recessive; Omeprazole poor metabolizer, 609535 (3), Autosomal recessive; Proguanil poor metabolizer, 609535 (3), Autosomal recessive"
CYP2C9	601130	"Tolbutamide poor metabolizer (3); Warfarin sensitivity, 122700 (3), Autosomal dominant"
CYP2C8	601129	Rhabdomyolysis, cerivastatin-induced (3)
PDLIM1	605900	
AD6	605526	Alzheimer disease 6, 104300 (2), Autosomal dominant
CMTDIA	606483	Charcot-Marie-Tooth disease, dominant intermediate A, 606483 (2), Autosomal dominant
SHFM3, SHSF3, DUP10q24, C10DUPq24	246560	Split-hand/foot malformation 3, gene duplication syndrome, 246560 (4), Autosomal dominant
SORBS1	605264	
ALDH18A1	138250	"Cutis laxa, autosomal dominant 3, 616603 (3), Autosomal dominant; Cutis laxa, autosomal recessive, type IIIA, 219150 (3), Autosomal recessive, Isolated cases; Spastic paraplegia 9A, autosomal dominant, 601162 (3), Autosomal dominant; Spastic paraplegia 9B, autosomal recessive, 616586 (3), Autosomal recessive"
TCTN3	613847	"Joubert syndrome 18, 614815 (3), Autosomal recessive; Orofaciodigital syndrome IV, 258860 (3), Autosomal recessive"
ENTPD1	601752	Spastic paraplegia 64, autosomal recessive, 615683 (3), Autosomal recessive
BLNK	604515	Agammaglobulinemia 4, 613502 (3), Autosomal recessive
DNTT	187410	
TLL2	606743	
TM9SF3	616872	
PIK3AP1	607942	
LCOR	607698	
SLIT1	603742	
ARHGAP19	611587	
FRAT2	605006	
PGAM1	172250	
EXOSC1	606493	
ZDHHC16	616750	
MMS19	614777	
UBTD1	616388	
ANKRD2	610734	
HOGA1	613597	Hyperoxaluria, primary, type III, 613616 (3)
PI4K2A	609763	
MARVELD1	616970	
ZFYVE27	610243	Spastic paraplegia 33, autosomal dominant, 610244 (3), Autosomal dominant
SFRP5	604158	
GOLGA7B	614189	
LOXL4	607318	
HPS1	604982	Hermansky-Pudlak syndrome 1, 203300 (3), Autosomal recessive
HPSE2	613469	Urofacial syndrome 1, 236730 (3), Autosomal recessive
CNNM1	607802	
GOT1	138180	Aspartate aminotransferase, serum level of, QTL1, 614419 (3)
NKX2-3	606727	
SLC25A28	609767	
ENTPD7	616753	
COX15	603646	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2, 615119 (3), Autosomal recessive; Leigh syndrome due to cytochrome c oxidase deficiency, 256000 (3), Autosomal recessive, Mitochondrial"
CUTC	610101	
ABCC2	601107	Dubin-Johnson syndrome, 237500 (3), Autosomal recessive
DNMBP	611282	
CPN1	603103	Carboxypeptidase N deficiency, 212070 (3), Autosomal recessive
ERLIN1	611604	Spastic paraplegia 62, 615681 (3)
CHUK	600664	Cocoon syndrome, 613630 (3)
CWF19L1	616120	?Spinocerebellar ataxia, autosomal recessive 17, 616127 (3), Autosomal recessive
SNORA12	611330	
BLOC1S2	609768	
PKD2L1	604532	
SCD	604031	
OLMALINC	616240	
WNT8B	601396	
SEC31B	610258	
NDUFB8	602140	
HIF1AN	606615	
PAX2	167409	"Glomerulosclerosis, focal segmental, 7, 616002 (3), Autosomal dominant; Papillorenal syndrome, 120330 (3), Autosomal dominant"
SLF2	610348	
MRPL43	611848	
C10orf2	606075	"Mitochondrial DNA depletion syndrome 7 (hepatocerebral type), 271245 (3), Autosomal recessive; Perrault syndrome 5, 616138 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3, 609286 (3), Autosomal dominant"
LZTS2	610454	
PDZD7	612971	"{Retinal disease in Usher syndrome type IIA, modifier of}, 276901 (3), Autosomal recessive; Usher syndrome, type IIC, GPR98/PDZD7 digenic, 605472 (3), Autosomal recessive, Digenic dominant"
SFXN3	615571	
TLX1NB	612734	
TLX1	186770	
ECTD5	614927	Ectodermal dysplasia 5, hair/nail type, 614927 (2), Autosomal recessive
LBX1	604255	
BTRC	603482	
POLL	606343	
DPCD	616467	
FBXW4	608071	
FGF8	600483	Hypogonadotropic hypogonadism 6 with or without anosmia, 612702 (3)
NPM3	606456	
MGEA5	604039	
HPS6	607522	Hermansky-Pudlak syndrome 6, 614075 (3)
LDB1	603451	
NOLC1	602394	
ELOVL3	611815	
PITX3	602669	"Anterior segment mesenchymal dysgenesis, 107250 (3), Autosomal dominant; Cataract 11, multiple types, 610623 (3), Autosomal dominant; Cataract 11, syndromic, 610623 (3), Autosomal dominant"
GBF1	603698	
NFKB2	164012	Immunodeficiency, common variable, 10, 615577 (3), Autosomal dominant
PSD	602327	
FBXL15	610287	
CUEDC2	614142	
MIR146B	610567	
ACTR1A	605143	
SUFU	607035	"Basal cell nevus syndrome, 109400 (3), Autosomal dominant; Medulloblastoma, desmoplastic, 155255 (3), Autosomal dominant; {Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant"
TRIM8	606125	
ARL3	604695	
SFXN2	615570	
WBP1L	611129	
CYP17A1	609300	"17-alpha-hydroxylase/17,20-lyase deficiency, 202110 (3), Autosomal recessive; 17,20-lyase deficiency, isolated, 202110 (3), Autosomal recessive"
BORCS7	616600	
AS3MT	611806	
CNNM2	607803	"Hypomagnesemia 6, renal, 613882 (3), Autosomal dominant; Hypomagnesemia, seizures, and mental retardation, 616418 (3), Autosomal recessive, Autosomal dominant"
NT5C2	600417	Spastic paraplegia 45, autosomal recessive, 613162 (3), Autosomal recessive
PCGF6	607816	
TAF5	601787	
USMG5	615204	
PDCD11	612333	
CALHM2	612235	
CALHM1	612234	
NEURL1	603804	
OBFC1	613128	
SLK	616563	
EIG4	609750	{Epilepsy, idiopathic generalized, susceptibility to 4}, 609750 (2)
IDDM17	603266	{Diabetes mellitus, insulin-dependent, 17}, 603266 (2)
COL17A1	113811	"Epidermolysis bullosa, junctional, localisata variant, 226650 (3), Autosomal recessive; Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive; Epithelial recurrent erosion dystrophy, 122400 (3), Autosomal dominant"
SFR1	616527	
GSTO1	605482	
GSTO2	612314	
SORCS3	606285	
SORCS1	606283	
XPNPEP1	602443	
ADD3	601568	
MXI1	600020	"Neurofibrosarcoma (3); {Prostate cancer, susceptibility to}, 176807 (3), Autosomal dominant"
SMNDC1	603519	
DUSP5	603069	
SMC3	606062	Cornelia de Lange syndrome 3, 610759 (3), Autosomal dominant
RBM20	613171	Cardiomyopathy, dilated, 1DD, 613172 (3), Autosomal dominant
PDCD4	608610	
BBIP1	613605	?Bardet-Biedl syndrome 18, 615995 (3), Autosomal recessive
SHOC2	602775	Noonan-like syndrome with loose anagen hair, 607721 (3), Autosomal dominant
ADRA2A	104210	
GPAM	602395	
ACSL5	605677	
VTI1A	614316	
TCF7L2	602228	{Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant
ADORA2L1, ADORA2L	102777	
HABP2	603924	"{?Thyroid cancer, nonmedullary, 5}, 616535 (3), Autosomal dominant; {Venous thromboembolism, susceptibility to}, 188050 (3), Autosomal dominant"
NRAP	602873	
CASP7	601761	
DCLRE1A	609682	
ADRB1	109630	"{Congestive heart failure and beta-blocker response, modifier of} (3); [Resting heart rate], 607276 (3)"
TDRD1	605796	
AFAP1L2	612420	
ABLIM1	602330	
TRUB1	610726	
ATRNL1	612869	
GFRA1	601496	
PNLIP	246600	Pancreatic lipase deficiency, 614338 (1), Autosomal recessive
PNLIPRP1	604422	
PNLIPRP2	604423	
HSPA12A	610701	
SHTN1	611171	
VAX1	604294	?Microphthalmia, syndromic 11, 614402 (3), Autosomal recessive
KCNK18	613655	{Migraine, with or without aura, susceptibility to, 13}, 613656 (3)
SLC18A2	193001	
PDZD8	614235	
CORD17	615163	Cone-rod dystrophy 17, 615163 (2), Autosomal dominant
DEL10q26, C10q26DEL	609625	Chromosome 10q26 deletion syndrome, 609625 (4), Autosomal dominant
ENDO1	131200	{Endometriosis, susceptibility to, 1}, 131200 (2), Autosomal recessive, Multifactorial
RRIS	609116	[Respiratory rhythmicity in sleep], 609116 (2)
EMX2OS	607637	
EMX2	600035	Schizencephaly, 269160 (3)
RAB11FIP2	608599	
CASC2	608598	
PRLHR	600895	
NANOS1	608226	Spermatogenic failure 12, 615413 (3), Autosomal dominant
EIF3A	602039	
SFXN4	615564	Combined oxidative phosphorylation deficiency 18, 615578 (3), Autosomal recessive
PRDX3	604769	
GRK5	600870	
TIAL1	603413	
BAG3	603883	"Cardiomyopathy, dilated, 1HH, 613881 (3), Autosomal dominant; Myopathy, myofibrillar, 6, 612954 (3), Autosomal dominant"
MCMBP	610909	
WDR11	606417	Hypogonadotropic hypogonadism 14 with or without anosmia, 614858 (3), Autosomal dominant
FGFR2	176943	"Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis, 207410 (3), Autosomal recessive; Apert syndrome, 101200 (3), Autosomal dominant; Beare-Stevenson cutis gyrata syndrome, 123790 (3), Autosomal dominant; Bent bone dysplasia syndrome, 614592 (3), Autosomal dominant; Craniofacial-skeletal-dermatologic dysplasia, 101600 (3), Autosomal dominant; Craniosynostosis, nonspecific (3); Crouzon syndrome, 123500 (3), Autosomal dominant; Gastric cancer, somatic, 613659 (3); Jackson-Weiss syndrome, 123150 (3), Autosomal dominant; LADD syndrome, 149730 (3), Autosomal dominant; Pfeiffer syndrome, 101600 (3), Autosomal dominant; Saethre-Chotzen syndrome, 101400 (3), Autosomal dominant; Scaphocephaly and Axenfeld-Rieger anomaly (3); Scaphocephaly, maxillary retrusion, and mental retardation, 609579 (3)"
NSMCE4A	612987	
TACC2	605302	
PLEKHA1	607772	
ARMS2	611313	{Macular degeneration, age-related, 8}, 613778 (3)
HTRA1	602194	"CARASIL syndrome, 600142 (3), Autosomal recessive; Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2, 616779 (3), Autosomal dominant; {Macular degeneration, age-related, 7}, 610149 (3); {Macular degeneration, age-related, neovascular type}, 610149 (3)"
DMBT1	601969	
CUZD1	616644	
PSTK	611310	
ACADSB	600301	2-methylbutyrylglycinuria, 610006 (3), Autosomal recessive
HMX3	613380	
HMX2	600647	
BUB3	603719	
GPR26	604847	
CHST15	608277	
OAT	613349	Gyrate atrophy of choroid and retina with or without ornithinemia, 258870 (3), Autosomal recessive
FAM175B	611144	
ZRANB1	611749	
CTBP2	602619	
MMP21	608416	Heterotaxy, visceral, 7, autosomal, 616749 (3), Autosomal recessive
UROS	606938	Porphyria, congenital erythropoietic, 263700 (3), Autosomal recessive
BCCIP	611883	
DHX32	607960	
FANK1	611640	
ADAM12	602714	
DOCK1	601403	
NPS	609513	
PTPRE	600926	
MKI67	176741	
OMS	166760	{Otitis media, susceptibility to}, 166760 (2)
MGMT	156569	
EBF3	607407	
GLRX3	612754	
PPP2R2D	613992	
BNIP3	603293	
JAKMIP3	611198	
DPYSL4	608407	
INPP5A	600106	
NKX6-2	605955	
ADGRA1	612302	
KNDC1	616237	
UTF1	604130	
VENTX	607158	
ADAM8	602267	
CALY	604647	
PRAP1	609776	
ECHS1	602292	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, 616277 (3), Autosomal recessive
PAOX	615853	
SPRN	610447	
CYP2E1	124040	
SYCE1	611486	"?Premature ovarian failure 12, 616947 (3), Autosomal recessive; ?Spermatogenic failure 15, 616950 (3), Autosomal recessive"
DEL11p15p14, C11DELp15p14	606528	Chromosome 11p15-p14 deletion syndrome, 606528 (4), Autosomal recessive
GINGF4	611010	Fibromatosis, gingival, 4, 611010 (2)
HYPLIP2	604499	Hyperlipidemia, combined, 2, 604499 (2)
ICR1	616186	Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant
IH, HHP	235000	Hemihypertrophy, 235000 (2), Autosomal dominant
IRDN, ILPR	147510	
LVNC2	609470	Left ventricular noncompaction 2, 609470 (2)
NBLST7	616792	{Neuroblastoma, susceptibility to, 7}, 616792 (2)
NNO1	600165	Nanophthalmos-1, 600165 (2), Autosomal dominant
SLEN3	607967	{Systemic lupus erythematosus with nephritis, susceptibility to, 3}, 607967 (2)
TP250	186710	
SCGB1C1	610176	
ODF3	608356	
BET1L	615417	
RIC8A	609146	
SIRT3	604481	
PSMD13	603481	
NLRP6	609650	
IFITM5	614757	Osteogenesis imperfecta, type V, 610967 (3), Autosomal dominant
IFITM2	605578	
IFITM1	604456	
IFITM3	605579	{Influenza, severe, susceptibility to}, 614680 (3)
PKP3	605561	
SIGIRR	605478	
PTDSS2	612793	
RNH1	173320	
HRAS	190020	"{Bladder cancer, somatic}, 109800 (3); Congenital myopathy with excess of muscle spindles, 218040 (3), Autosomal dominant, Isolated cases; Costello syndrome, 218040 (3), Autosomal dominant, Isolated cases; {Nevus sebaceous or woolly hair nevus, somatic}, 162900 (3); Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic, 163200 (3); {Spitz nevus or nevus spilus, somatic}, 137550 (3); {Thyroid carcinoma, follicular, somatic}, 188470 (3)"
RASSF7	143023	
MIR210	612982	
PHRF1	611780	
IRF7	605047	?Immunodeficiency 39, 616345 (3), Autosomal recessive
CDHR5	606839	
SCT	182099	
DRD4	126452	"{Attention deficit-hyperactivity disorder}, 143465 (3), Autosomal dominant; Autonomic nervous system dysfunction (3); [Novelty seeking personality], 601696 (1), ?Autosomal dominant"
DEAF1	602635	Mental retardation, autosomal dominant 24, 615828 (3), Autosomal dominant
EPS8L2	614988	
TALDO1	602063	Transaldolase deficiency, 606003 (3), Autosomal recessive
CEND1	608213	
SLC25A22	609302	Epileptic encephalopathy, early infantile, 3, 609304 (3), Autosomal recessive
PIDD1	605247	
RPLP2	180530	
PNPLA2	609059	Neutral lipid storage disease with myopathy, 610717 (3), Autosomal recessive
CRACR2B	614177	
CD151	602243	"[Blood group, Raph], 179620 (3); Nephropathy with pretibial epidermolysis bullosa and deafness, 609057 (3)"
POLR2L	601189	
TSPAN4	602644	
CHID1	615692	
AP2A2	607242	
MUC6	158374	
MUC2	158370	
MUC5AC	158373	
MUC5B	600770	{Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3), Autosomal dominant
TOLLIP	606277	
BRSK2	609236	
MOB2	611969	
DUSP8	602038	
KRTAP5-1	148022	
CTSD	116840	Ceroid lipofuscinosis, neuronal, 10, 610127 (3), Autosomal recessive
SYT8	607719	
TNNI2	191043	Arthrogryposis multiplex congenita, distal, type 2B, 601680 (3), Autosomal dominant
LSP1	153432	
TNNT3	600692	Arthyrgryposis, distal, type 2B, 601680 (3), Autosomal dominant
MRPL23	600789	
H19	103280	"Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant; Silver-Russell syndrome, 180860 (3), Isolated cases; Wilms tumor 2, 194071 (3), Autosomal dominant, Somatic mutation"
MIR675	615509	
IGF2	147470	?Growth restriction, severe, with distinctive facies, 616489 (3), X-linked recessive
IGF2-AS	610146	
INS	176730	"Diabetes mellitus, insulin-dependent, 2, 125852 (3), Autosomal dominant; Diabetes mellitus, permanent neonatal, 606176 (3), Autosomal dominant; Hyperproinsulinemia, 616214 (3), Autosomal dominant; Maturity-onset diabetes of the young, type 10, 613370 (3), Autosomal dominant"
TH	191290	Segawa syndrome, recessive, 605407 (3), Autosomal recessive
ASCL2	601886	
C11orf21	611033	
TSPAN32	603853	
CD81	186845	Immunodeficiency, common variable, 6, 613496 (3), Autosomal recessive
TSSC4	603852	
TRPM5	604600	
KCNQ1	607542	"Atrial fibrillation, familial, 3, 607554 (3), Autosomal dominant; Jervell and Lange-Nielsen syndrome, 220400 (3), Autosomal recessive; Long QT syndrome 1, 192500 (3), Autosomal dominant; {Long QT syndrome 1, acquired, susceptibility to}, 192500 (3), Autosomal dominant; Short QT syndrome 2, 609621 (3)"
KCNQ1OT1	604115	Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant
GVINP1	616121	
KCNQ1DN	610980	
CDKN1C	600856	"Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant; IMAGE syndrome, 614732 (3), Autosomal dominant"
SLC22A18AS	603240	
SLC22A18	602631	"Breast cancer, somatic, 114480 (3); Lung cancer, somatic, 211980 (3); Rhabdomyosarcoma, somatic, 268210 (3)"
PHLDA2	602131	
NAP1L4	601651	
CARS	123859	
OSBPL5	606733	
MRGPRG	607234	
MRGPRE	607232	
ZNF195	602187	
TSSC2	608999	
ART5	610625	
ART1	601625	
CHRNA10	606372	
NUP98	601021	
PGAP2	615187	Hyperphosphatasia with mental retardation syndrome 3, 614207 (3), Autosomal recessive
RHOG	179505	
STIM1	605921	"Immunodeficiency 10, 612783 (3), Autosomal recessive; Myopathy, tubular aggregate, 1, 160565 (3), Autosomal dominant; Stormorken syndrome, 185070 (3), Autosomal dominant"
RRM1	180410	
TRIM21	109092	
TRIM68	613184	
OR51E1	611267	
OR51E2	611268	
MMP26	605470	
HBB	141900	"Delta-beta thalassemia, 141749 (3), Autosomal dominant; Erythremias, beta- (3); Heinz body anemias, beta-, 140700 (3), Autosomal dominant; Hereditary persistence of fetal hemoglobin, 141749 (3), Autosomal dominant; {Malaria, resistance to}, 611162 (3); Methemoglobinemias, beta- (3); Sickle cell anemia, 603903 (3), Autosomal recessive; Thalassemia-beta, dominant inclusion-body, 603902 (3); Thalassemias, beta-, 613985 (3)"
HBD	142000	"Thalassemia due to Hb Lepore (3); Thalassemia, delta- (3)"
BGLT3	616308	
HBG1	142200	Fetal hemoglobin quantitative trait locus 1, 141749 (3), Autosomal dominant
HBG2	142250	"Cyanosis, transient neonatal, 613977 (3), Autosomal dominant; Fetal hemoglobin quantitative trait locus 1, 141749 (3), Autosomal dominant"
HBE1	142100	
LCRB	152424	Thalassemia, Hispanic gamma-delta-beta, 613985 (3)
UBQLN3	605473	
TRIM5	608487	
TRIM6	607564	
TRIM34	605684	
TRIM22	606559	
CCKBR	118445	
SMPD1	607608	"Niemann-Pick disease, type A, 257200 (3), Autosomal recessive; Niemann-Pick disease, type B, 607616 (3), Autosomal recessive"
APBB1	602709	
HPX	142290	
TRIM3	605493	
ARFIP2	601638	
TIMM10B	607388	
RRP8	615818	
ILK	602366	
TAF10	600475	
TPP1	607998	"Ceroid lipofuscinosis, neuronal, 2, 204500 (3), Autosomal recessive; Spinocerebellar ataxia, autosomal recessive 7, 609270 (3), Autosomal recessive"
DCHS1	603057	"Mitral valve prolapse 2, 607829 (3), Autosomal dominant; Van Maldergem syndrome 1, 601390 (3), Autosomal recessive"
MRPL17	611830	
OR6A2	608495	
OR10A5	608493	
OR2D2	608494	
ZNF215	605016	
ZNF214	605015	
NLRP14	609665	
RBMXL2	605444	
SYT9	613528	
CYB5R2	608342	
NLRP10	609662	
EIF3F	603914	
TUB	601197	?Retinal dystrophy and obesity, 616188 (3), Autosomal recessive
RIC3	610509	
LMO1	186921	Leukemia, T-cell acute lymphoblastic, 186921 (2)
STK33	607670	
TRIM66	612000	
RPL27A	603637	
SNORA3B	611333	
ST5	140750	
AKIP1	609191	
NRIP3	613125	
SCUBE2	611747	
IPO7	605586	
ZNF143	603433	
WEE1	193525	
SWAP70	604762	
SBF2	607697	Charcot-Marie-Tooth disease, type 4B2, 604563 (3), Autosomal recessive
ADM	103275	
AMPD3	102772	[AMP deaminase deficiency, erythrocytic], 612874 (3)
RNF141	616641	
LYVE1	605702	
MRVI1	604673	
CTR9	609366	
EIF4G2	602325	
ZBED5	615251	
GALNT18	615136	
USP47	614460	
DKK3	605416	
MICAL2	608881	
MICALCL	612355	
PARVA	608120	
TEAD1	189967	Sveinsson chorioretinal atrophy, 108985 (3), Autosomal dominant
RASSF10	614713	
ARNTL	602550	
BTBD10	615933	
PTH	168450	"Hypoparathyroidism, autosomal dominant, 146200 (3), Autosomal dominant; Hypoparathyroidism, autosomal recessive, 146200 (3), Autosomal dominant"
FAR1	616107	Peroxisomal fatty acyl-CoA reductase 1 disorder, 616154 (3), Autosomal recessive
SPON1	604989	
RRAS2	600098	Ovarian carcinoma (3)
COPB1	600959	
PSMA1	602854	
PDE3B	602047	
CYP2R1	608713	Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3), Autosomal recessive
CALCA	114130	
CALCB	114160	
INSC	610668	
SOX6	607257	
PLEKHA7	612686	
RPS13	180476	
PIK3C2A	603601	
NUCB2	608020	
NCR3LG1	613714	
KCNJ11	600937	"Diabetes mellitus, permanent neonatal, with neurologic features, 606176 (3), Autosomal dominant; Diabetes mellitus, transient neonatal, 3, 610582 (3); {Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant; Diabetes, permanent neonatal, 606176 (3), Autosomal dominant; Hyperinsulinemic hypoglycemia, familial, 2, 601820 (3), Autosomal recessive; Maturity-onset diabetes of the young, type 13, 616329 (3), Autosomal dominant"
ABCC8	600509	"Diabetes mellitus, noninsulin-dependent, 125853 (3), Autosomal dominant; Diabetes mellitus, permanent neonatal, 606176 (3), Autosomal dominant; Diabetes mellitus, transient neonatal 2, 610374 (3); Hyperinsulinemic hypoglycemia, familial, 1, 256450 (3), Autosomal recessive, Autosomal dominant; Hypoglycemia of infancy, leucine-sensitive, 240800 (3), Autosomal dominant"
USH1C	605242	"Deafness, autosomal recessive 18A, 602092 (3), Autosomal recessive; Usher syndrome, type 1C, 276904 (3), Autosomal recessive"
OTOG	604487	Deafness, autosomal recessive 18B, 614945 (3), Autosomal recessive
MYOD1	159970	
KCNC1	176258	Epilepsy, progressive myoclonic 7, 616187 (3), Autosomal dominant
SERGEF	606051	
TPH1	191060	
MRGPRX3	607229	
MRGPRX4	607230	
SAA4	104752	
SAA2	104751	
SAA1	104750	
HPS5	607521	Hermansky-Pudlak syndrome 5, 614074 (3)
GTF2H1	189972	
LDHA	150000	Glycogen storage disease XI, 612933 (3), Autosomal recessive
LDHC	150150	
TSG101	601387	Breast cancer, somatic, 114480 (3)
UEVLD	610985	
PTPN5	176879	
MRGPRX1	607227	
MRGPRX2	607228	
ZDHHC13	612815	
CSRP3	600824	"?Cardiomyopathy, dilated, 1M, 607482 (3); Cardiomyopathy, hypertrophic, 12, 612124 (3), Autosomal dominant"
E2F8	612047	
NAV2	607026	
HTATIP2	605628	
SLC6A5	604159	Hyperekplexia 3, 614618 (3), Autosomal recessive, Autosomal dominant
NELL1	602319	
ST2	185440	
TST1	613636	[Tuberculin skin test reactivity, absence of], 613636 (2)
ANO5	608662	"Gnathodiaphyseal dysplasia, 166260 (3), Autosomal dominant; Miyoshi muscular dystrophy 3, 613319 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, type 2L, 611307 (3), Autosomal recessive"
SLC17A6	607563	
FANCF	613897	Fanconi anemia, complementation group F, 603467 (3)
GAS2	602835	
LUZP2	608178	
ANO3	610110	Dystonia 24, 615034 (3), Autosomal dominant
DFNA59	612642	Deafness, autosomal dominant 59, 612642 (2), Autosomal dominant
SLC5A12	612455	
BBOX1	603312	
SPG41	613364	?Spastic paraplegia 41, autosomal dominant, 613364 (2), Autosomal dominant
CCDC34	612324	
LGR4	606666	{Bone mineral density, low, susceptibility to}, 615311 (3)
LIN7C	612332	
BDNF-AS	611468	
BDNF	113505	"{Anorexia nervosa, susceptibility to}, 610269 (3); {Bulimia nervosa, age of onset of weight loss in}, 607499 (3), Multifactorial; Central hypoventilation syndrome, congenital, 209880 (3), Autosomal dominant; {Memory impairment, susceptibility to} (3); {Obsessive-compulsive disorder, protection against}, 164230 (3), Autosomal dominant"
HSP90AA2P	140575	
KIF18A	611271	
MIR610	612330	
KCNA4	176266	
FSHB	136530	Hypogonadotropic hypogonadism 24 without anosmia, 229070 (3), Autosomal recessive
ARL14EP	612295	
MPPED2	600911	
DCDC5	612321	
CANDN1	607644	Candidiasis, familial, 3, 607644 (2), Autosomal dominant
DEL11p13, C11DELp13	616902	Chromosome 11p13 deletion syndrome, distal, 616902 (4), Autosomal dominant
DEL11p13, C11DELp13, WAGR	194072	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome, 194072 (4), Autosomal dominant, Somatic mutation
DFNB51	609941	Deafness, autosomal recessive 51, 609941 (2), Autosomal recessive
ECT, BECTS	117100	Centrotemporal epilepsy, 117100 (2), Isolated cases
EVR3	605750	Exudative vitreoretinopathy 3, 605750 (2), Autosomal dominant
MRT23	614344	Mental retardation, autosomal recessive 23, 614344 (2)
MYP7	609256	Myopia 7, 609256 (2), Multifactorial
WAGRO, DEL11p14p12	612469	WAGRO syndrome, 612469 (4)
DCDC1	608062	
DNAJC24	611072	
IMMP1L	612323	
ELP4	606985	?Aniridia, 106210 (3), Autosomal dominant
PAX6	607108	"Aniridia, 106210 (3), Autosomal dominant; Cataract with late-onset corneal dystrophy, 106210 (3), Autosomal dominant; Coloboma of optic nerve, 120430 (3), Autosomal dominant; Coloboma, ocular, 120200 (3), Autosomal dominant; Foveal hypoplasia 1, 136520 (3), Autosomal dominant; Keratitis, 148190 (3), Autosomal dominant; ?Morning glory disc anomaly, 120430 (3), Autosomal dominant; Optic nerve hypoplasia, 165550 (3), Autosomal dominant; Peters anomaly, 604229 (3)"
RCN1	602735	
WT1	607102	"Denys-Drash syndrome, 194080 (3), Autosomal dominant, Somatic mutation; Frasier syndrome, 136680 (3), Autosomal dominant, Somatic mutation; Meacham syndrome, 608978 (3); Mesothelioma, somatic, 156240 (3); Nephrotic syndrome, type 4, 256370 (3), Autosomal dominant; Wilms tumor, type 1, 194070 (3), Autosomal dominant, Somatic mutation"
WT1-AS	607899	
EIF3M	609641	
CCDC73	612328	
PRRG4	611690	
DEPDC7	612294	
LINC00294	612296	
CSTF3	600367	
HIPK3	604424	
KIAA1549L	612297	
CD59	107271	Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy, 612300 (3), Autosomal recessive
FBXO3	609089	
LMO2	180385	Leukemia, acute T-cell, 180385 (2)
CAPRIN1	601178	
NAT10	609221	
CAT	115500	Acatalasemia, 614097 (3)
ELF5	605169	
EHF	605439	
APIP	612491	
PDHX	608769	Lacticacidemia due to PDX1 deficiency, 245349 (3), Autosomal recessive
CD44	107269	[Blood group, Indian system], 609027 (3)
SLC1A2	600300	
FJX1	612206	
TRIM44	612298	
COMMD9	612299	
PRR5L	611728	
BMND8	611739	{Osteoporosis}, 166710 (2), Autosomal dominant
PSNP3	610898	Supranuclear palsy, progressive, 3, 610898 (2)
TRAF6	602355	
RAG1	179615	"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity, 609889 (3); Combined cellular and humoral immune defects with granulomas, 233650 (3), Autosomal recessive; Omenn syndrome, 603554 (3), Autosomal recessive; Severe combined immunodeficiency, B cell-negative, 601457 (3), Autosomal recessive"
RAG2	179616	"Combined cellular and humoral immune defects with granulomas, 233650 (3), Autosomal recessive; Omenn syndrome, 603554 (3), Autosomal recessive; Severe combined immunodeficiency, B cell-negative, 601457 (3), Autosomal recessive"
LRRC4C	608817	
API5	609774	
CLLS1	609630	{Leukemia, chronic lymphocytic, susceptibility to, 1}, 609630 (2)
OI16, C16DELp11.2, DEL16p11.2	616229	Osteogenesis imperfecta, type XVI, 616229 (4), Autosomal recessive
PSS	601224	Potocki-Shaffer syndrome, 601224 (4)
TYRL	191270	
ALKBH3	610603	
ACCS	608405	
EXT2	608210	"Exostoses, multiple, type 2, 133701 (3), Autosomal dominant; ?Seizures, scoliosis, and macrocephaly syndrome, 616682 (3), Autosomal recessive"
ALX4	605420	"{Craniosynostosis 5, susceptibility to}, 615529 (3), Autosomal dominant; Frontonasal dysplasia 2, 613451 (3), Autosomal recessive; Parietal foramina 2, 609597 (3), Autosomal dominant"
CD82	600623	{Prostate cancer, susceptibility to}, 176807 (2), Autosomal dominant
PRDM11	616347	
SYT13	607716	
CHST1	603797	
